web-scraper-order,web-scraper-start-url,Product,Product-href,Name,price,Rating,Review,Description,ASIN,Product Description,Manufracturer
1692631381-262,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-48,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",670,"5,603 ratings",4.0 out of 5 stars,USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.<br>,B09VTC876Z,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 FUR JADEN"
1692631389-263,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,https://www.amazon.in/Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-47,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,"1,349","1,426 ratings",4.1 out of 5 stars,"OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Rain Cover, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps), 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.",B08PSX1LN9,"This Rucksack backpack ensures complete safety to your 17.3 inch laptop with high quality build and a wide range of built-in features, With a Dual Side Pocket In the inside of the bag, featuring protective padding, you can rest assured that the laptop inside it will be well cushioned from any accidents caused when you bump into any surface. As it is made of nylon, can withstand abrasions and is long lasting. Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily. A Front Pocket with an Organizer helps you store your small essentials. It also features Reflector Logo, Rain cover and Reflector patch which is highly useful for motorists, cyclists, walking at night. It also features an Earphone Cord Support which very useful for long travelers. The inner material is made of polyester. This backpack is also water-resistant.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 AB Amazing Bags"
1692631395-264,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Light Grey Oxford Fabric),https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LFX8ZZ/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-46,FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Light Grey Oxford Fabric),"1,699","2,311 ratings",4.4 out of 5 stars,Compartment Description: Greater Than 17 Inches; Water Resistance Level: Water Resistant<br>,,,
1692631403-265,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-45,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,499,"3,503 ratings",4.2 out of 5 stars,Top grab handle,,,
1692631408-266,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Genie Flamenco2 Casual Backpacks for Women,https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF9VHTY/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-42,Genie Flamenco2 Casual Backpacks for Women,733,"1,554 ratings",4.3 out of 5 stars,"Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!",B08YF9VHTY,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari"
1692631416-267,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Zebronics TechshieldA1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Light Grey)",https://www.amazon.in/Zebronics-TechshieldA1-Compartment-15-6-inch-Polyester/dp/B0C6QV9GCY/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-41,"Zebronics TechshieldA1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Light Grey)",599,4 ratings,5.0 out of 5 stars,It contains spacious front pocket that can accommodate your belonging efficiently.,,"Zebronics Techsheild A1, 18 Liters, 1 Compartment Laptop Backpack and front pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Light Grey)",
1692631422-268,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-40,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,599,320 ratings,3.8 out of 5 stars,Laptop Size: 15.6 inch and below,B0BPVCBFM7,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ADISA"
1692631430-269,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-39,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,843,"6,339 ratings",4.0 out of 5 stars,"DURABLE MATERIAL: The school bag for boys is made up of superior quality which is durable, eco-friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.",B07XVMR33Q,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Atulitu Agency"
1692631436-270,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Safari Compact Size 15 Ltrs Casual Backpack For Unisex Adult - Sea Blue,https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-38,Safari Compact Size 15 Ltrs Casual Backpack For Unisex Adult - Sea Blue,329,"20,481 ratings",4.0 out of 5 stars,Not water resistant. With Rain Cover:No,B07Q7CNPMV,"Be it your short trips or your daily travel across the city, daypack has got you covered. With a 15 litre capacity daypack lets you carry your wallet, umbrella, kerchief, keys, earphones, Notepad, pens and other Essentials. The drawstring compartment lets you dump things that you pick up on your way. Compact Size and 2 Compartment.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari Industries (India) Ltd"
1692631442-271,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-37,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,209,"3,514 ratings",4.2 out of 5 stars,,B08L6Q9V1H,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Arctic Fox"
1692631449-272,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTV3795/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-36,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,599,320 ratings,3.8 out of 5 stars,Laptop Size: 15.6 inch and below,B0BPTV3795,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ADISA"
1692631456-273,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,ADISA 31 Ltrs Casual Backpack School College Bag Pack,https://www.amazon.in/ADISA-Casual-Backpack-College-BP046-NAV_Navy/dp/B0BX3QFVSM/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-35,ADISA 31 Ltrs Casual Backpack School College Bag Pack,399,205 ratings,4.0 out of 5 stars,Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended),B0BX3QFVSM,"Light weight and spacious casual backpack with 2 compartments and 1 front easy-access pocket. The front and back of the backpack are fully padded for cushioning. It has organiser for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles/unmrella on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ADISA"
1692631466-274,https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls",https://www.amazon.in/FUR-JADEN-Backpack-Accessories-Organiser/dp/B0BSHBH9K2/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1692631459&sprefix=ba%2Caps%2C283&sr=8-36,"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls","1,329",692 ratings,4.1 out of 5 stars,Multi Functional: This Fur Jaden Smart Backpack for men and women comes with a USB Charging Port which offers a convenient way to ensure you never run out of battery on the go. Organizer Pockets in the front compartment help keep al your accessories organized. Padded Laptop compartment helps keep your laptop safe.,B0BSHBH9K2,"Essence: This Fur Jaden smart laptop backpack is for Men and Women who are looking for a voguish, modernistic and branded backpack while having the option to not compromise on quality and be able to carry tons of stuff. Easy Access Pockets: A sleek anti theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organised. Multi Functional: This Fur Jaden Smart Backpack for men and women comes with a USB Charging Port which offers a convenient way to ensure you never run out of battery on the go. Organizer Pockets in the front compartment help keep al your accessories organized. Padded Laptop compartment helps keep your laptop safe. Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this bagpack a suitable alternative to bulky and unsightly laptop backpacks. The compact design of this Fur Jaden smart travel bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Fur Jaden"
1692631472-275,https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Half Moon Valex Unisex School Bag/ 15.6 inch Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,https://www.amazon.in/Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1692631459&sprefix=ba%2Caps%2C283&sr=8-35,Half Moon Valex Unisex School Bag/ 15.6 inch Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,649,93 ratings,3.7 out of 5 stars,"Front Pockets: The small pockets in College Bags for men / College bag for women in Second Compartment provide easy access to smaller items like your phone, wallet, and keys. These pockets are convenient and ensure that you don't have to dig through the main compartment to find what you need.",B0C1NZLF67,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Half_Moon"
